分数,学校,姓名,院校全称,研究方向,主页,Google Scholar,明确招本科实习,有opening,教授NJU背景,学生NJU背景,是否AP,资深教授,找到CV,关键词匹配,爬取页数,招生证据,NJU证据,错误
5,HKU,Chuan Wu,University of Hong Kong,"AI, ML, Vision",https://i.cs.hku.hk/~cwu,https://scholar.google.com/citations?user=mY7MWXMAAAAJ,False,True,False,False,True,True,False,False,1,"...The University of Hong Kong Pokfulam Road Hong Kong News ** I am looking for self-organized, well-motivated PhD students, postdoc resear... | ...niversity of Hong Kong Pokfulam Road Hong Kong News ** I am looking for self-organized, well-motivated PhD students, postdoc researchers and RAs (anytime) to work on a variet...",,
8,GaTech,Cindy Xiong Bearfield,Georgia Institute of Technology,ML,http://cyxiong.com,https://scholar.google.com/citations?user=fFc3ezYAAAAJ,False,True,False,False,True,False,False,False,4,...udents VisualizaXiong Lab Search for: Prospective students: I am recruiting ONE Ph.D. student for Fall 2026. I'll be at the 2025 IEEE V... | ...CV Courses Contact Students VisualizaXiong Lab Search for: Prospective students: I am recruiting ONE Ph.D. student for Fall 2026. I'll be...,,
15,GaTech,Chuanyi Ji,Georgia Institute of Technology,ML,https://jic.ece.gatech.edu,https://scholar.google.com/citations?user=nHRYc6YAAAAJ,True,False,False,False,True,False,True,False,3,"...Recurrent Networks with Ramp Functions, 1993. More than 40 undergrad researchers at GT, RPI, and SURE. Former Postdocs/Visitors: Dr. Sung... | ...ied to decision making for energy networks and communities. We are looking for applicants with aspiration for innovative research, a stron...",,
2,CMU,Claire Le Goues,Carnegie Mellon University,Robotics,https://clairelegoues.com,https://scholar.google.com/citations?user=Cmr9ljkAAAAJ,False,False,False,False,True,True,True,False,2,,,
0,Stanford,Clark W. Barrett,Stanford University,"AI, ML, Robotics",https://theory.stanford.edu/~barrett,https://scholar.google.com/citations?user=BtwmZfQAAAAJ,False,False,False,False,False,False,False,False,1,,,
2,NYU,Cláudio T. Silva,New York University,"AI, ML, Robotics, Vision, Web+IR",https://ctsilva.github.io,https://scholar.google.com/citations?user=YIwiAAsAAAAJ,False,False,False,False,True,True,False,False,2,,,
-3,UofT,Colin Raffel,University of Toronto,"AI, ML, NLP",https://colinraffel.com,https://scholar.google.com/citations?user=I66ZBYwAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,Columbia,Clifford Stein,Columbia University,"AI, ML, NLP",http://www.columbia.edu/~cs2035,https://scholar.google.com/citations?user=r49_E2cAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,NUS,Colin Keng-Yan Tan,National University of Singapore,Robotics,https://www.comp.nus.edu.sg/~ctank/pubs.htm,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,False,False,False,False,False,False,False,0,,,主页获取失败
7,HKU,Cong Wang,City University of Hong Kong,"AI, ML, NLP, Web+IR",https://www.cs.cityu.edu.hk/~congwang,https://scholar.google.com/citations?user=wRa_lOEAAAAJ,False,False,False,True,True,True,False,False,1,,"...0, City University of Hong Kong; now Associate Professor at Nanjing University of Science and Technology, China. Huayi Duan , PhD, 2020, f...",
5,Purdue,Chunyi Peng,Purdue University,Robotics,https://www.cs.purdue.edu/homes/chunyi,https://scholar.google.com/citations?user=7QF1eF4AAAAJ,False,False,False,False,True,False,False,False,1,,,
0,UMass,Chuang Gan,Univ. of Massachusetts Amherst,"AI, ML, NLP, Robotics, Vision",http://people.csail.mit.edu/ganchuang,https://scholar.google.com/citations?user=PTeSCbIAAAAJ,False,False,False,False,False,False,True,False,3,,,
-3,Cornell,Claire Cardie,Cornell University,"AI, ML, NLP, Vision, Web+IR",http://www.cs.cornell.edu/home/cardie,https://scholar.google.com/citations?user=ex9BQiIAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,MIT,Collin M. Stultz,Massachusetts Inst. of Technology,ML,https://imes.mit.edu/people/faculty/stultz-collin,https://scholar.google.com/citations?user=jkWGjeAAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,Cornell,Cristian Danescu-Niculescu-Mizil,Cornell University,"ML, NLP, Web+IR",http://www.cs.cornell.edu/~cristian,https://scholar.google.com/citations?user=njczUPMAAAAJ,False,False,False,False,False,False,False,False,1,,,
0,GaTech,Constantinos Dovrolis,Georgia Institute of Technology,"AI, ML, Vision",http://www.cc.gatech.edu/fac/Constantinos.Dovrolis,https://scholar.google.com/citations?user=sfuwsSwAAAAJ,False,False,False,False,False,False,False,False,1,,,
3,UMich,Clayton Scott,University of Michigan,ML,https://web.eecs.umich.edu/~cscott,https://scholar.google.com/citations?user=SEMSJmcAAAAJ,False,True,False,False,False,False,False,False,1,...ftware | Education ] [ Current students | Former students | Prospective students ] Research interest: Machine learning Repetitive Strain I...,,
-3,UofT,Cosmin Munteanu,University of Toronto,NLP,http://www.cs.utoronto.ca/~mcosmin,https://scholar.google.com/citations?user=sblCo1IAAAAJ,False,False,False,False,False,True,False,False,1,,,
5,GaTech,Cong Hao,Georgia Institute of Technology,"ML, Vision",https://sharclab.ece.gatech.edu,https://scholar.google.com/citations?user=fWEIPSUAAAAJ,False,True,False,False,True,True,True,False,4,...-term and remote interns (in principle) — sorry about that! Prospective Students ★ ★ Please read this post first ★★ We are always expecting... | ...026 · Minimum Pro on Genesis Framework · WordPress · Log in Prospective Students Sharc Lab @ Georgia Tech Software/Hardware Co-Design for I...,,
2,UCB,Claire J. Tomlin,Univ. of California - Berkeley,"AI, ML, NLP, Robotics",https://people.eecs.berkeley.edu/~tomlin,https://scholar.google.com/citations?user=5_ksIkAAAAJ,False,False,False,False,True,True,False,False,2,,,
0,UPenn,Cynthia R. Sung,University of Pennsylvania,Robotics,https://www.seas.upenn.edu/~crsung,https://scholar.google.com/citations?user=FqKcLDQAAAAJ,False,False,False,False,False,False,False,False,0,,,主页无内容
0,NTU,Cuntai Guan,Nanyang Technological University,"AI, ML, Robotics",https://dr.ntu.edu.sg/cris/rp/rp01023,https://scholar.google.com/citations?user=sg4vxPoAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
-3,GaTech,Cédric Pradalier,Georgia Institute of Technology,"Robotics, Vision",https://research.gatech.edu/people/cedric-pradalier,https://scholar.google.com/citations?user=4_1DZoYAAAAJ,False,False,False,False,False,True,False,False,1,,,
2,Duke,Cynthia Rudin,Duke University,"AI, ML, NLP, Vision",https://users.cs.duke.edu/~cynthia/home.html,https://scholar.google.com/citations?user=mezKJyoAAAAJ,False,False,False,False,True,True,True,False,3,,,
5,UMD,Cunxi Yu,Univ. of Maryland - College Park,ML,https://ycunxi.github.io/cunxiyu,https://scholar.google.com/citations?user=M4b_5bAAAAAJ,False,False,False,False,True,False,False,False,2,,,
0,USC,Cyrus Shahabi,University of Southern California,"AI, ML, Vision, Web+IR",http://infolab.usc.edu/Shahabi,https://scholar.google.com/citations?user=jEdhxGMAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
5,Brown,D. Ellis Hershkowitz,Brown University,"AI, ML",https://dhershko.github.io,https://scholar.google.com/citations?user=JR_KR7MAAAAJ,False,False,False,False,True,False,True,False,3,,,
-3,UCI,Cristina V. Lopes,Univ. of California - Irvine,"AI, ML, Web+IR",http://www.ics.uci.edu/~lopes,https://scholar.google.com/citations?user=FaY_RgsAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,NTU,Dacheng Tao,Nanyang Technological University,"AI, ML, NLP, Robotics, Vision, Web+IR",https://dr.ntu.edu.sg/cris/rp/rp02343,https://scholar.google.com/citations?user=RwlJNLcAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
15,UT-Austin,Constantine Caramanis,University of Texas at Austin,"AI, ML, Vision",https://www.cs.utexas.edu/people/faculty-researchers/constantine-caramanis,https://scholar.google.com/citations?user=47YTUrEAAAAJ,True,False,False,False,True,True,False,False,9,"...explore new areas in computer science. Technology & Science Undergrad Research Forum Hosted by the College of Natural Sciences, this annua... | ...computer science research and education. Faculty Recruiting We are hiring in all areas. If you are interested in joining a top ten ra...",,
2,CUHK,Dahua Lin,Chinese University of Hong Kong,"AI, ML, NLP, Robotics, Vision",http://dahualin.org,https://scholar.google.com/citations?user=GMzzRRUAAAAJ,False,False,False,False,True,True,False,False,1,,,
5,UT-Austin,Daehyeok Kim,University of Texas at Austin,"NLP, Robotics",https://daehyeok.kim,https://scholar.google.com/citations?user=n017nRYAAAAJ,False,False,False,False,True,False,True,False,3,,,
0,Purdue,Dan Goldwasser,Purdue University,"AI, ML, NLP",https://www.cs.purdue.edu/homes/dgoldwas,https://scholar.google.com/citations?user=u8358QgAAAAJ,False,False,False,False,False,False,False,False,1,,,
-3,Stanford,Dan Boneh,Stanford University,"ML, Web+IR",http://crypto.stanford.edu/~dabo,https://scholar.google.com/citations?user=MwLqCs4AAAAJ,False,False,False,False,False,True,False,False,3,,,
10,UW-Madison,Dan Negrut,University of Wisconsin - Madison,Robotics,https://sbel.wisc.edu,https://scholar.google.com/citations?user=Olsi_owAAAAJ,True,False,False,False,False,False,False,False,5,...ocheng Zou Undergraduate Students Patrick Chen Credentials: Undergraduate Student Position title: Electrical Engineering Email: chen2465 @wisc.edu Lin... | ...u LinkedIn profile for Patrick Chen Alex Kruse Credentials: Undergraduate Student Position title: Engineering Mechanics Email: akkruse2 @wisc.edu Link...,,
5,HKUST,Dan Xu,HKUST,"AI, ML, NLP, Robotics, Vision",https://www.danxurgb.net,https://scholar.google.com/citations?user=OuSPv-AAAAAJ,False,True,False,False,True,True,False,False,3,"...ration. People from external institutions who would like to join our group physically or remotely for a joint research, could directly... | ...nxuhk at gmail.com New Events Multiple PhD/MPhil/Postdoc/RA positions available in our lab. Please drop me an email with your CV if you are...",,
8,MIT,Constantinos Daskalakis,Massachusetts Inst. of Technology,"AI, ML",http://people.csail.mit.edu/costis,https://scholar.google.com/citations?user=iTv2cOgAAAAJ,False,True,False,False,True,False,False,False,9,"...ue in college, which profession to follow, whether to join the labor force, etc. This poses statistical challenges for m...",,
-3,UW,Dan Suciu,University of Washington,"AI, ML, Web+IR",https://homes.cs.washington.edu/~suciu,https://scholar.google.com/citations?user=SIxd6jgAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,Harvard,Cynthia Dwork,Harvard University,"ML, Web+IR",https://seas.harvard.edu/person/cynthia-dwork,https://scholar.google.com/citations?user=y2H5xmkAAAAJ,False,True,False,False,False,True,False,False,9,...ut Us Information For Alumni Industry Partners & Recruiters Prospective Students Shortcuts Employment & Jobs Visit Us Make a Gift Search Se... | ...Column 4 Faculty & Research News Events Offices & Services Prospective Students Visit Us Alumni Footer - Social Media Links Facebook X Ins...,,
